player1_id,player2_id,total_matches,p1_wins,p2_wins,p1_win_pct,p2_win_pct
101185,103031,1,1,1,1.0,1.0
101185,103720,1,1,1,1.0,1.0
101191,102025,1,1,1,1.0,1.0
101191,102834,1,1,1,1.0,1.0
101235,102957,1,1,1,1.0,1.0
101263,102821,1,1,1,1.0,1.0
101316,102496,1,1,1,1.0,1.0
101320,101532,2,2,2,1.0,1.0
101320,101733,1,1,1,1.0,1.0
101320,101806,1,1,1,1.0,1.0
101320,101820,1,1,1,1.0,1.0
101320,101897,2,1,1,0.5,0.5
101320,101962,1,1,1,1.0,1.0
101320,101965,1,1,1,1.0,1.0
101320,102021,2,2,2,1.0,1.0
101320,102025,1,1,1,1.0,1.0
101320,102148,1,1,1,1.0,1.0
101320,102158,1,1,1,1.0,1.0
101320,102179,1,1,1,1.0,1.0
101320,102198,1,1,1,1.0,1.0
101320,102231,1,1,1,1.0,1.0
101320,102247,2,1,1,0.5,0.5
101320,102257,1,1,1,1.0,1.0
101320,102259,1,1,1,1.0,1.0
101320,102286,1,1,1,1.0,1.0
101320,102318,2,2,2,1.0,1.0
101320,102338,1,1,1,1.0,1.0
101320,102344,1,1,1,1.0,1.0
101320,102374,1,1,1,1.0,1.0
101320,102477,1,1,1,1.0,1.0
101320,102548,1,1,1,1.0,1.0
101320,102563,2,1,1,0.5,0.5
101320,102615,2,2,2,1.0,1.0
101320,102765,2,1,1,0.5,0.5
101320,102770,1,1,1,1.0,1.0
101320,102788,1,1,1,1.0,1.0
101320,102817,1,1,1,1.0,1.0
101320,102860,1,1,1,1.0,1.0
101320,102880,1,1,1,1.0,1.0
101320,102882,1,1,1,1.0,1.0
101320,102911,1,1,1,1.0,1.0
101320,103018,1,1,1,1.0,1.0
101320,103061,1,1,1,1.0,1.0
101320,103066,1,1,1,1.0,1.0
101320,103084,1,1,1,1.0,1.0
101320,103118,1,1,1,1.0,1.0
101320,103153,1,1,1,1.0,1.0
101320,103163,2,2,2,1.0,1.0
101320,103166,1,1,1,1.0,1.0
101320,103171,1,1,1,1.0,1.0
101320,103182,1,1,1,1.0,1.0
101320,103193,1,1,1,1.0,1.0
101320,103206,1,1,1,1.0,1.0
101320,103420,1,1,1,1.0,1.0
101320,103428,1,1,1,1.0,1.0
101320,103454,1,1,1,1.0,1.0
101320,103507,1,1,1,1.0,1.0
101320,103720,2,2,2,1.0,1.0
101320,103888,1,1,1,1.0,1.0
101320,104014,1,1,1,1.0,1.0
101320,104022,1,1,1,1.0,1.0
101320,104026,1,1,1,1.0,1.0
101320,104053,1,1,1,1.0,1.0
101320,104076,1,1,1,1.0,1.0
101320,210013,1,1,1,1.0,1.0
101373,102021,1,1,1,1.0,1.0
101373,102318,1,1,1,1.0,1.0
101373,102369,1,1,1,1.0,1.0
101382,102539,1,1,1,1.0,1.0
101382,103454,1,1,1,1.0,1.0
101404,104259,1,1,1,1.0,1.0
101404,104890,1,1,1,1.0,1.0
101404,106233,1,1,1,1.0,1.0
101416,103824,1,1,1,1.0,1.0
101416,104000,1,1,1,1.0,1.0
101439,102783,1,1,1,1.0,1.0
101463,102422,1,1,1,1.0,1.0
101463,102446,1,1,1,1.0,1.0
101495,102135,1,1,1,1.0,1.0
101495,102548,1,1,1,1.0,1.0
101495,103900,1,1,1,1.0,1.0
101532,101611,1,1,1,1.0,1.0
101532,101717,1,1,1,1.0,1.0
101532,101723,1,1,1,1.0,1.0
101532,101736,3,2,1,0.6666666666666666,0.3333333333333333
101532,101792,1,1,1,1.0,1.0
101532,101885,1,1,1,1.0,1.0
101532,101897,2,1,1,0.5,0.5
101532,101947,1,1,1,1.0,1.0
101532,101948,1,1,1,1.0,1.0
101532,101962,2,1,1,0.5,0.5
101532,101964,3,2,1,0.6666666666666666,0.3333333333333333
101532,101965,1,1,1,1.0,1.0
101532,102021,2,2,2,1.0,1.0
101532,102024,1,1,1,1.0,1.0
101532,102025,1,1,1,1.0,1.0
101532,102135,1,1,1,1.0,1.0
101532,102148,3,2,1,0.6666666666666666,0.3333333333333333
101532,102158,1,1,1,1.0,1.0
101532,102184,1,1,1,1.0,1.0
101532,102231,1,1,1,1.0,1.0
101532,102238,1,1,1,1.0,1.0
101532,102257,2,1,1,0.5,0.5
101532,102259,1,1,1,1.0,1.0
101532,102271,2,1,1,0.5,0.5
101532,102318,2,2,2,1.0,1.0
101532,102338,4,2,2,0.5,0.5
101532,102358,3,1,2,0.3333333333333333,0.6666666666666666
101532,102369,1,1,1,1.0,1.0
101532,102374,1,1,1,1.0,1.0
101532,102375,1,1,1,1.0,1.0
101532,102437,1,1,1,1.0,1.0
101532,102494,1,1,1,1.0,1.0
101532,102539,1,1,1,1.0,1.0
101532,102562,2,2,2,1.0,1.0
101532,102563,1,1,1,1.0,1.0
101532,102610,3,1,2,0.3333333333333333,0.6666666666666666
101532,102701,1,1,1,1.0,1.0
101532,102703,2,1,1,0.5,0.5
101532,102722,2,2,2,1.0,1.0
101532,102765,2,1,1,0.5,0.5
101532,102776,1,1,1,1.0,1.0
101532,102783,3,1,2,0.3333333333333333,0.6666666666666666
101532,102796,1,1,1,1.0,1.0
101532,102831,2,2,2,1.0,1.0
101532,102834,1,1,1,1.0,1.0
101532,102839,2,2,2,1.0,1.0
101532,102845,2,2,2,1.0,1.0
101532,102856,1,1,1,1.0,1.0
101532,102860,1,1,1,1.0,1.0
101532,102882,1,1,1,1.0,1.0
101532,102905,1,1,1,1.0,1.0
101532,102934,1,1,1,1.0,1.0
101532,102950,1,1,1,1.0,1.0
101532,102965,1,1,1,1.0,1.0
101532,102998,3,1,2,0.3333333333333333,0.6666666666666666
101532,103082,1,1,1,1.0,1.0
101532,103084,4,2,2,0.5,0.5
101532,103103,4,1,3,0.25,0.75
101532,103105,1,1,1,1.0,1.0
101532,103114,1,1,1,1.0,1.0
101532,103151,1,1,1,1.0,1.0
101532,103166,1,1,1,1.0,1.0
101532,103178,1,1,1,1.0,1.0
101532,103188,1,1,1,1.0,1.0
101532,103193,1,1,1,1.0,1.0
101532,103206,3,2,1,0.6666666666666666,0.3333333333333333
101532,103248,1,1,1,1.0,1.0
101532,103252,2,2,2,1.0,1.0
101532,103264,1,1,1,1.0,1.0
101532,103285,1,1,1,1.0,1.0
101532,103292,2,2,2,1.0,1.0
101532,103305,1,1,1,1.0,1.0
101532,103344,1,1,1,1.0,1.0
101532,103356,2,2,2,1.0,1.0
101532,103403,1,1,1,1.0,1.0
101532,103428,4,3,1,0.75,0.25
101532,103451,1,1,1,1.0,1.0
101532,103454,4,3,1,0.75,0.25
101532,103498,1,1,1,1.0,1.0
101532,103507,2,2,2,1.0,1.0
101532,103602,1,1,1,1.0,1.0
101532,103642,1,1,1,1.0,1.0
101532,103672,1,1,1,1.0,1.0
101532,103720,4,2,2,0.5,0.5
101532,103758,2,1,1,0.5,0.5
101532,103819,1,1,1,1.0,1.0
101532,103900,3,3,3,1.0,1.0
101532,103908,1,1,1,1.0,1.0
101532,103909,1,1,1,1.0,1.0
101532,104022,2,1,1,0.5,0.5
101543,101611,1,1,1,1.0,1.0
101543,101647,1,1,1,1.0,1.0
101543,101727,1,1,1,1.0,1.0
101543,101735,1,1,1,1.0,1.0
101543,101843,2,1,1,0.5,0.5
101543,101889,1,1,1,1.0,1.0
101543,101990,1,1,1,1.0,1.0
101543,101997,1,1,1,1.0,1.0
101543,102035,2,1,1,0.5,0.5
101543,102104,1,1,1,1.0,1.0
101543,102306,1,1,1,1.0,1.0
101543,102338,1,1,1,1.0,1.0
101543,102344,1,1,1,1.0,1.0
101543,102450,1,1,1,1.0,1.0
101543,102539,1,1,1,1.0,1.0
101543,102567,1,1,1,1.0,1.0
101543,102703,1,1,1,1.0,1.0
101543,102776,2,2,2,1.0,1.0
101543,102796,1,1,1,1.0,1.0
101543,102834,1,1,1,1.0,1.0
101543,102869,1,1,1,1.0,1.0
101543,102880,1,1,1,1.0,1.0
101543,102882,1,1,1,1.0,1.0
101543,102905,1,1,1,1.0,1.0
101543,102934,1,1,1,1.0,1.0
101543,102965,1,1,1,1.0,1.0
101543,102987,1,1,1,1.0,1.0
101543,103017,1,1,1,1.0,1.0
101543,103096,1,1,1,1.0,1.0
101543,103103,1,1,1,1.0,1.0
101543,103151,1,1,1,1.0,1.0
101543,103163,1,1,1,1.0,1.0
101543,103181,1,1,1,1.0,1.0
101543,103206,1,1,1,1.0,1.0
101543,103252,1,1,1,1.0,1.0
101543,103292,1,1,1,1.0,1.0
101543,103420,1,1,1,1.0,1.0
101543,103714,1,1,1,1.0,1.0
101543,103720,1,1,1,1.0,1.0
101543,103758,1,1,1,1.0,1.0
101543,104188,1,1,1,1.0,1.0
101609,102905,1,1,1,1.0,1.0
101609,103225,1,1,1,1.0,1.0
101609,103714,1,1,1,1.0,1.0
101609,103720,1,1,1,1.0,1.0
101611,101647,1,1,1,1.0,1.0
101611,101723,1,1,1,1.0,1.0
101611,101774,2,2,2,1.0,1.0
101611,101792,2,2,2,1.0,1.0
101611,101820,1,1,1,1.0,1.0
101611,101897,1,1,1,1.0,1.0
101611,101962,2,1,1,0.5,0.5
